Card Name,Card URL,Image URL,Description,Rarity Symbols
Houndoom,https://pocket.limitlesstcg.com/cards/A2a/76,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_076_EN.webp,"If you are burned by the flames it shoots from its mouth, the pain will never go away.",#76 · ☆
Marill,https://pocket.limitlesstcg.com/cards/A2a/77,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_077_EN.webp,The fur on its body naturally repels water. It can stay dry even when it plays in the water.,#77 · ☆
Unown,https://pocket.limitlesstcg.com/cards/A2a/78,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_078_EN.webp,"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.",#78 · ☆
Sudowoodo,https://pocket.limitlesstcg.com/cards/A2a/79,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_079_EN.webp,"Although it always pretends to be a tree, its composition appears more similar to rock than to vegetation.",#79 · ☆
Magnemite,https://pocket.limitlesstcg.com/cards/A2a/80,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_080_EN.webp,"The electromagnetic waves emitted by the units at the sides of its head expel antigravity, which allows it to float.",#80 · ☆
Shaymin,https://pocket.limitlesstcg.com/cards/A2a/81,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_081_EN.webp,It can dissolve toxins in the air to instantly transform ruined land into a lush field of flowers.,#81 · ☆
Leafeon ex,https://pocket.limitlesstcg.com/cards/A2a/82,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_082_EN.webp,No Description,#82 · ☆☆
Glaceon ex,https://pocket.limitlesstcg.com/cards/A2a/83,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_083_EN.webp,No Description,#83 · ☆☆
Garchomp ex,https://pocket.limitlesstcg.com/cards/A2a/84,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_084_EN.webp,No Description,#84 · ☆☆
Probopass ex,https://pocket.limitlesstcg.com/cards/A2a/85,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_085_EN.webp,No Description,#85 · ☆☆
Arceus ex,https://pocket.limitlesstcg.com/cards/A2a/86,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_086_EN.webp,No Description,#86 · ☆☆
Irida,https://pocket.limitlesstcg.com/cards/A2a/87,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_087_EN.webp,No Description,#87 · ☆☆
Celestic Town Elder,https://pocket.limitlesstcg.com/cards/A2a/88,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_088_EN.webp,No Description,#88 · ☆☆
Barry,https://pocket.limitlesstcg.com/cards/A2a/89,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_089_EN.webp,No Description,#89 · ☆☆
Adaman,https://pocket.limitlesstcg.com/cards/A2a/90,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_090_EN.webp,No Description,#90 · ☆☆
Leafeon ex,https://pocket.limitlesstcg.com/cards/A2a/91,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_091_EN.webp,No Description,#91 · ☆☆
Glaceon ex,https://pocket.limitlesstcg.com/cards/A2a/92,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_092_EN.webp,No Description,#92 · ☆☆
Garchomp ex,https://pocket.limitlesstcg.com/cards/A2a/93,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_093_EN.webp,No Description,#93 · ☆☆
Probopass ex,https://pocket.limitlesstcg.com/cards/A2a/94,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_094_EN.webp,No Description,#94 · ☆☆
Arceus ex,https://pocket.limitlesstcg.com/cards/A2a/95,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_095_EN.webp,No Description,#95 · ☆☆☆
Arceus ex,https://pocket.limitlesstcg.com/cards/A2a/96,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_096_EN.webp,No Description,#96 · ♕
Weedle,https://pocket.limitlesstcg.com/cards/A2b/1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_001_EN.webp,"Often found in forests and grasslands. It has a sharp, toxic barb of around two inches on top of its head.",#1 · ◊
Kakuna,https://pocket.limitlesstcg.com/cards/A2b/2,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_002_EN.webp,"Almost incapable of moving, this Pokémon can only harden its shell to protect itself when it is in danger.",#2 · ◊◊
Beedrill ex,https://pocket.limitlesstcg.com/cards/A2b/3,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_003_EN.webp,No Description,#3 · ◊◊◊◊
Pinsir,https://pocket.limitlesstcg.com/cards/A2b/4,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_004_EN.webp,"These Pokémon judge one another based on pincers. Thicker, more impressive pincers make for more popularity with the opposite gender.",#4 · ◊
Sprigatito,https://pocket.limitlesstcg.com/cards/A2b/5,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_005_EN.webp,Its fluffy fur is similar in composition to plants. This Pokémon frequently washes its face to keep it from drying out.,#5 · ◊
Floragato,https://pocket.limitlesstcg.com/cards/A2b/6,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_006_EN.webp,"Floragato deftly wields the vine hidden beneath its long fur, slamming the hard flower bud against its opponents.",#6 · ◊◊
Meowscarada,https://pocket.limitlesstcg.com/cards/A2b/7,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_007_EN.webp,"This Pokémon uses the reflective fur lining its cape to camouflage the stem of its flower, creating the illusion that the flower is floating.",#7 · ◊◊◊
Charmander,https://pocket.limitlesstcg.com/cards/A2b/8,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_008_EN.webp,"It has a preference for hot things. When it rains, steam is said to spout from the tip of its tail.",#8 · ◊
Charmeleon,https://pocket.limitlesstcg.com/cards/A2b/9,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_009_EN.webp,"It has a barbaric nature. In battle, it whips its fiery tail around and slashes away with sharp claws.",#9 · ◊◊
Charizard ex,https://pocket.limitlesstcg.com/cards/A2b/10,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_010_EN.webp,No Description,#10 · ◊◊◊◊
Magmar,https://pocket.limitlesstcg.com/cards/A2b/11,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_011_EN.webp,Magmar dispatches its prey with fire. But it regrets this habit once it realizes that it has burned its intended prey to a charred crisp.,#11 · ◊
Magmortar,https://pocket.limitlesstcg.com/cards/A2b/12,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_012_EN.webp,"When Magmortar inhales deeply, the fire burning in its belly intensifies, rising in temperature to over 3,600 degrees Fahrenheit.",#12 · ◊◊◊
Paldean Tauros,https://pocket.limitlesstcg.com/cards/A2b/13,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_013_EN.webp,"When heated by fire energy, its horns can get hotter than 1,800 degrees Fahrenheit. Those gored by them will suffer both wounds and burns.",#13 · ◊◊
Tentacool,https://pocket.limitlesstcg.com/cards/A2b/14,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_014_EN.webp,Tentacool is not a particularly strong swimmer. It drifts across the surface of shallow seas as it searches for prey.,#14 · ◊
Tentacruel,https://pocket.limitlesstcg.com/cards/A2b/15,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_015_EN.webp,"When the red orbs on Tentacruel’s head glow brightly, watch out. The Pokémon is about to fire off a burst of ultrasonic waves.",#15 · ◊◊
Buizel,https://pocket.limitlesstcg.com/cards/A2b/16,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_016_EN.webp,"It inflates its flotation sac, keeping its face above water in order to watch for prey movement.",#16 · ◊
Floatzel,https://pocket.limitlesstcg.com/cards/A2b/17,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_017_EN.webp,"With its flotation sac inflated, it can carry people on its back. It deflates the sac before it dives.",#17 · ◊◊
Wiglett,https://pocket.limitlesstcg.com/cards/A2b/18,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_018_EN.webp,This Pokémon can pick up the scent of a Veluza just over 65 feet away and will hide itself in the sand.,#18 · ◊
Wugtrio ex,https://pocket.limitlesstcg.com/cards/A2b/19,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_019_EN.webp,No Description,#19 · ◊◊◊◊
Dondozo,https://pocket.limitlesstcg.com/cards/A2b/20,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_020_EN.webp,"This Pokémon is a glutton, but it’s bad at getting food. It teams up with a Tatsugiri to catch prey.",#20 · ◊◊◊
Tatsugiri,https://pocket.limitlesstcg.com/cards/A2b/21,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_021_EN.webp,This is a small dragon Pokémon. It lives inside the mouth of Dondozo to protect itself from enemies on the outside.,#21 · ◊◊
Pikachu ex,https://pocket.limitlesstcg.com/cards/A2b/22,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_022_EN.webp,No Description,#22 · ◊◊◊◊
Voltorb,https://pocket.limitlesstcg.com/cards/A2b/23,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_023_EN.webp,"It rolls to move. If the ground is uneven, a sudden jolt from hitting a bump can cause it to explode.",#23 · ◊
Electrode,https://pocket.limitlesstcg.com/cards/A2b/24,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_024_EN.webp,"The more energy it charges up, the faster it gets. But this also makes it more likely to explode.",#24 · ◊◊
Pachirisu,https://pocket.limitlesstcg.com/cards/A2b/25,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_025_EN.webp,It’s one of the kinds of Pokémon with electric cheek pouches. It shoots charges from its tail.,#25 · ◊◊
Pawmi,https://pocket.limitlesstcg.com/cards/A2b/26,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_026_EN.webp,It has underdeveloped electric sacs on its cheeks. These sacs can produce electricity only if Pawmi rubs them furiously with the pads on its forepaws.,#26 · ◊
Pawmo,https://pocket.limitlesstcg.com/cards/A2b/27,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_027_EN.webp,"When its group is attacked, Pawmo is the first to leap into battle, defeating enemies with a fighting technique that utilizes electric shocks.",#27 · ◊◊
Pawmot,https://pocket.limitlesstcg.com/cards/A2b/28,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_028_EN.webp,"This Pokémon normally is slow to react, but once it enters battle, it will strike down its enemies with lightning-fast movements.",#28 · ◊◊◊
Abra,https://pocket.limitlesstcg.com/cards/A2b/29,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_029_EN.webp,This Pokémon uses its psychic powers while it sleeps. The contents of Abra’s dreams affect the powers that the Pokémon wields.,#29 · ◊
Kadabra,https://pocket.limitlesstcg.com/cards/A2b/30,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_030_EN.webp,"Using its psychic power, Kadabra levitates as it sleeps. It uses its springy tail as a pillow.",#30 · ◊◊
Alakazam,https://pocket.limitlesstcg.com/cards/A2b/31,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_031_EN.webp,"It has an incredibly high level of intelligence. Some say that Alakazam remembers everything that ever happens to it, from birth till death.",#31 · ◊◊◊
Mr. Mime,https://pocket.limitlesstcg.com/cards/A2b/32,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_032_EN.webp,The broadness of its hands may be no coincidence—many scientists believe its palms became enlarged specifically for pantomiming.,#32 · ◊
Drifloon,https://pocket.limitlesstcg.com/cards/A2b/33,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_033_EN.webp,It is whispered that any child who mistakes Drifloon for a balloon and holds on to it could wind up missing.,#33 · ◊
Drifblim,https://pocket.limitlesstcg.com/cards/A2b/34,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_034_EN.webp,It can generate and release gas within its body. That’s how it can control the altitude of its drift.,#34 · ◊◊
Giratina ex,https://pocket.limitlesstcg.com/cards/A2b/35,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_035_EN.webp,No Description,#35 · ◊◊◊◊
Gimmighoul,https://pocket.limitlesstcg.com/cards/A2b/36,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_036_EN.webp,"This Pokémon was born inside a treasure chest about 1,500 years ago. It sucks the life-force out of scoundrels who try to steal the treasure.",#36 · ◊
Machop,https://pocket.limitlesstcg.com/cards/A2b/37,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_037_EN.webp,"Its whole body is composed of muscles. Even though it’s the size of a human child, it can hurl 100 grown-ups.",#37 · ◊
Machoke,https://pocket.limitlesstcg.com/cards/A2b/38,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_038_EN.webp,"Its muscular body is so powerful, it must wear a power-save belt to be able to regulate its motions.",#38 · ◊
Machamp,https://pocket.limitlesstcg.com/cards/A2b/39,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_039_EN.webp,It quickly swings its four arms to rock its opponents with ceaseless punches and chops from all angles.,#39 · ◊◊◊
Hitmonlee,https://pocket.limitlesstcg.com/cards/A2b/40,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_040_EN.webp,This amazing Pokémon has an awesome sense of balance. It can kick in succession from any position.,#40 · ◊
Hitmonchan,https://pocket.limitlesstcg.com/cards/A2b/41,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_041_EN.webp,"Its punches slice the air. They are launched at such high speed, even a slight graze could cause a burn.",#41 · ◊
Riolu,https://pocket.limitlesstcg.com/cards/A2b/42,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_042_EN.webp,They communicate with one another using their auras. They are able to run all through the night.,#42 · ◊
Lucario ex,https://pocket.limitlesstcg.com/cards/A2b/43,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_043_EN.webp,No Description,#43 · ◊◊◊◊
Flamigo,https://pocket.limitlesstcg.com/cards/A2b/44,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_044_EN.webp,This Pokémon apparently ties the base of its neck into a knot so that energy stored in its belly does not escape from its beak.,#44 · ◊◊
Ekans,https://pocket.limitlesstcg.com/cards/A2b/45,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_045_EN.webp,"By dislocating its jaw, it can swallow prey larger than itself. After a meal, it curls up and rests.",#45 · ◊
Arbok,https://pocket.limitlesstcg.com/cards/A2b/46,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_046_EN.webp,"After stunning its opponents with the pattern on its stomach, it quickly wraps them up in its body and waits for them to stop moving.",#46 · ◊◊
Paldean Wooper,https://pocket.limitlesstcg.com/cards/A2b/47,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_047_EN.webp,"After losing a territorial struggle, Wooper began living on land. The Pokémon changed over time, developing a poisonous film to protect its body.",#47 · ◊
Paldean Clodsire ex,https://pocket.limitlesstcg.com/cards/A2b/48,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_048_EN.webp,No Description,#48 · ◊◊◊◊
Spiritomb,https://pocket.limitlesstcg.com/cards/A2b/49,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_049_EN.webp,Its constant mischief and misdeeds resulted in it being bound to an Odd Keystone by a mysterious spell.,#49 · ◊◊
Shroodle,https://pocket.limitlesstcg.com/cards/A2b/50,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_050_EN.webp,"Though usually a mellow Pokémon, it will sink its sharp, poison-soaked front teeth into any that anger it, causing paralysis in the object of its ire.",#50 · ◊
Grafaiai,https://pocket.limitlesstcg.com/cards/A2b/51,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_051_EN.webp,The color of the poisonous saliva depends on what the Pokémon eats. Grafaiai covers its fingers in its saliva and draws patterns on trees in forests.,#51 · ◊◊◊
Tinkatink,https://pocket.limitlesstcg.com/cards/A2b/52,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_052_EN.webp,"It swings its handmade hammer around to protect itself, but the hammer is often stolen by Pokémon that eat metal.",#52 · ◊
Tinkatuff,https://pocket.limitlesstcg.com/cards/A2b/53,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_053_EN.webp,"This Pokémon will attack groups of Pawniard and Bisharp, gathering metal from them in order to create a large and sturdy hammer.",#53 · ◊◊
Tinkaton ex,https://pocket.limitlesstcg.com/cards/A2b/54,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_054_EN.webp,No Description,#54 · ◊◊◊◊
Varoom,https://pocket.limitlesstcg.com/cards/A2b/55,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_055_EN.webp,It is said that this Pokémon was born when an unknown poison Pokémon entered and inspirited an engine left at a scrap-processing factory.,#55 · ◊
Revavroom,https://pocket.limitlesstcg.com/cards/A2b/56,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_056_EN.webp,It creates a gas out of poison and minerals from rocks. It then detonates the gas in its cylinders— now numbering eight—to generate energy.,#56 · ◊◊
Gholdengo,https://pocket.limitlesstcg.com/cards/A2b/57,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_057_EN.webp,"Its body seems to be made up of 1,000 coins. This Pokémon gets along well with others and is quick to make friends with anybody.",#57 · ◊◊◊
Rattata,https://pocket.limitlesstcg.com/cards/A2b/58,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_058_EN.webp,"Its incisors grow continuously throughout its life. If its incisors get too long, this Pokémon becomes unable to eat, and it starves to death.",#58 · ◊
Raticate,https://pocket.limitlesstcg.com/cards/A2b/59,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_059_EN.webp,People say that it fled from its enemies by using its small webbed hind feet to swim from island to island in Alola.,#59 · ◊
Jigglypuff,https://pocket.limitlesstcg.com/cards/A2b/60,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_060_EN.webp,"It hugely inflates its stomach and sings a mysterious melody. If you hear this melody, you’ll become sleepy right away.",#60 · ◊
Wigglytuff,https://pocket.limitlesstcg.com/cards/A2b/61,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_061_EN.webp,"It has a very fine fur. Take care not to make it angry, or it may inflate steadily and hit with a body slam.",#61 · ◊◊◊
Lickitung,https://pocket.limitlesstcg.com/cards/A2b/62,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_062_EN.webp,"If this Pokémon’s sticky saliva gets on you and you don’t clean it off, an intense itch will set in. The itch won’t go away, either.",#62 · ◊
Lickilicky,https://pocket.limitlesstcg.com/cards/A2b/63,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_063_EN.webp,Lickilicky’s strange tongue can stretch to many times the length of its body. No one has figured out how Lickilicky’s tongue can stretch so far.,#63 · ◊
Bidoof,https://pocket.limitlesstcg.com/cards/A2b/64,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_064_EN.webp,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears.",#64 · ◊
Bibarel ex,https://pocket.limitlesstcg.com/cards/A2b/65,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_065_EN.webp,No Description,#65 · ◊◊◊◊
Buneary,https://pocket.limitlesstcg.com/cards/A2b/66,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_066_EN.webp,"If both of Buneary’s ears are rolled up, something is wrong with its body or mind. It’s a sure sign the Pokémon is in need of care.",#66 · ◊
Lopunny,https://pocket.limitlesstcg.com/cards/A2b/67,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_067_EN.webp,"Lopunny is constantly monitoring its surroundings. If danger approaches, this Pokémon responds with superdestructive kicks.",#67 · ◊
Cyclizar,https://pocket.limitlesstcg.com/cards/A2b/68,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_068_EN.webp,"Apparently Cyclizar has been allowing people to ride on its back since ancient times. Depictions of this have been found in 10,000-year-old murals.",#68 · ◊◊
Iono,https://pocket.limitlesstcg.com/cards/A2b/69,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_069_EN.webp,No Description,#69 · ◊◊
Pokémon Center Lady,https://pocket.limitlesstcg.com/cards/A2b/70,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_070_EN.webp,No Description,#70 · ◊◊
Red,https://pocket.limitlesstcg.com/cards/A2b/71,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_071_EN.webp,No Description,#71 · ◊◊
Team Rocket Grunt,https://pocket.limitlesstcg.com/cards/A2b/72,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_072_EN.webp,No Description,#72 · ◊◊
Meowscarada,https://pocket.limitlesstcg.com/cards/A2b/73,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_073_EN.webp,"This Pokémon uses the reflective fur lining its cape to camouflage the stem of its flower, creating the illusion that the flower is floating.",#73 · ☆
Buizel,https://pocket.limitlesstcg.com/cards/A2b/74,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_074_EN.webp,"It inflates its flotation sac, keeping its face above water in order to watch for prey movement.",#74 · ☆
Tatsugiri,https://pocket.limitlesstcg.com/cards/A2b/75,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_075_EN.webp,This is a small dragon Pokémon. It lives inside the mouth of Dondozo to protect itself from enemies on the outside.,#75 · ☆
Grafaiai,https://pocket.limitlesstcg.com/cards/A2b/76,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_076_EN.webp,The color of the poisonous saliva depends on what the Pokémon eats. Grafaiai covers its fingers in its saliva and draws patterns on trees in forests.,#76 · ☆
Gholdengo,https://pocket.limitlesstcg.com/cards/A2b/77,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_077_EN.webp,"Its body seems to be made up of 1,000 coins. This Pokémon gets along well with others and is quick to make friends with anybody.",#77 · ☆
Wigglytuff,https://pocket.limitlesstcg.com/cards/A2b/78,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_078_EN.webp,"It has a very fine fur. Take care not to make it angry, or it may inflate steadily and hit with a body slam.",#78 · ☆
Beedrill ex,https://pocket.limitlesstcg.com/cards/A2b/79,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_079_EN.webp,No Description,#79 · ☆☆
Charizard ex,https://pocket.limitlesstcg.com/cards/A2b/80,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_080_EN.webp,No Description,#80 · ☆☆
Wugtrio ex,https://pocket.limitlesstcg.com/cards/A2b/81,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_081_EN.webp,No Description,#81 · ☆☆
Pikachu ex,https://pocket.limitlesstcg.com/cards/A2b/82,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_082_EN.webp,No Description,#82 · ☆☆
Giratina ex,https://pocket.limitlesstcg.com/cards/A2b/83,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_083_EN.webp,No Description,#83 · ☆☆
Lucario ex,https://pocket.limitlesstcg.com/cards/A2b/84,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_084_EN.webp,No Description,#84 · ☆☆
Paldean Clodsire ex,https://pocket.limitlesstcg.com/cards/A2b/85,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_085_EN.webp,No Description,#85 · ☆☆
Tinkaton ex,https://pocket.limitlesstcg.com/cards/A2b/86,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_086_EN.webp,No Description,#86 · ☆☆
Bibarel ex,https://pocket.limitlesstcg.com/cards/A2b/87,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_087_EN.webp,No Description,#87 · ☆☆
Iono,https://pocket.limitlesstcg.com/cards/A2b/88,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_088_EN.webp,No Description,#88 · ☆☆
Pokémon Center Lady,https://pocket.limitlesstcg.com/cards/A2b/89,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_089_EN.webp,No Description,#89 · ☆☆
Red,https://pocket.limitlesstcg.com/cards/A2b/90,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_090_EN.webp,No Description,#90 · ☆☆
Team Rocket Grunt,https://pocket.limitlesstcg.com/cards/A2b/91,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_091_EN.webp,No Description,#91 · ☆☆
Pikachu ex,https://pocket.limitlesstcg.com/cards/A2b/92,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_092_EN.webp,No Description,#92 · ☆☆
Paldean Clodsire ex,https://pocket.limitlesstcg.com/cards/A2b/93,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_093_EN.webp,No Description,#93 · ☆☆
Tinkaton ex,https://pocket.limitlesstcg.com/cards/A2b/94,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_094_EN.webp,No Description,#94 · ☆☆
Bibarel ex,https://pocket.limitlesstcg.com/cards/A2b/95,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_095_EN.webp,No Description,#95 · ☆☆
